team;best event;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR 1;eOPR2
2202;Wisconsin;0.03;-0.13;0.04;2.55;2.51;0.18;0.31;0.48;;0.34;1.04;0.56;;0.23;0.80;;0.39;0.47;0.37;0.72;0.36;-0.22;-0.02;0.13;6.96;-0.17;8.26;-1.13;27.43;8.07;12.80;4.26;2.30;1.00;-0.49;33.90;2.44;47.84;44.51
2212;Israel;0.00;-0.01;0.96;0.33;1.26;0.00;0.51;0.44;;1.17;1.05;0.86;-1.11;1.15;0.95;;0.82;0.86;0.98;0.90;-0.13;0.21;0.02;-0.11;2.90;0.86;2.15;-0.11;23.94;18.90;3.56;2.14;-0.67;0.38;0.50;27.34;4.00;41.25;37.48
2220;Iowa;-0.01;-0.15;-0.57;0.50;-0.28;-0.08;0.09;0.47;;0.40;0.40;0.43;;0.03;0.40;0.82;0.47;0.42;-0.01;0.54;-0.16;0.54;0.05;0.28;7.04;0.17;8.38;-1.51;11.93;5.30;1.35;4.12;1.17;0.90;4.12;23.09;1.90;26.97;22.92
2228;FingerLakes;-0.04;0.04;0.82;0.62;1.57;0.12;0.25;0.68;;0.65;0.38;0.54;;0.26;0.64;;0.64;0.60;0.06;0.66;-0.13;-0.18;-0.13;-0.05;7.52;0.80;6.50;0.22;18.33;9.99;4.72;4.25;-0.63;0.81;-1.15;24.69;2.65;36.22;32.68
2240;Colorado;0.03;-0.05;1.69;0.74;2.40;0.31;0.37;0.79;1.26;0.71;1.09;0.72;;-0.16;0.77;0.96;0.79;0.78;-0.10;0.76;0.11;0.77;0.02;-0.06;7.99;-0.18;8.48;-0.32;22.98;10.81;7.08;3.92;1.16;0.86;3.58;34.54;3.01;49.56;49.69
2283;MexicoCity;0.00;0.00;0.16;0.12;0.06;0.00;0.51;0.63;1.49;1.42;1.08;1.15;-0.45;0.70;0.88;;1.15;1.05;0.19;0.83;0.31;-0.20;0.21;0.00;11.03;-0.32;11.35;0.00;20.04;13.54;0.91;5.91;-0.32;1.16;-1.01;30.06;3.84;39.86;40.33
2337;MITroy;0.00;-0.05;2.54;0.57;3.16;0.16;0.55;0.77;0.79;0.57;0.97;0.23;-0.81;0.97;0.69;0.67;1.00;0.65;0.50;0.75;0.28;1.01;-0.11;0.01;11.39;-0.09;12.02;-0.54;26.19;12.31;7.94;5.84;0.10;1.17;5.13;42.72;3.66;61.77;57.75
2338;Midwest;0.03;-0.01;1.27;3.75;5.07;0.52;0.52;0.69;30.45;1.06;0.71;0.89;;-0.15;0.80;0.67;0.99;0.96;0.15;0.80;0.02;0.05;-0.02;-0.02;7.91;-0.45;8.32;0.05;41.47;13.77;21.31;7.38;-0.99;1.41;0.16;49.55;3.59;74.35;72.93
2341;Oklahoma;0.00;0.00;1.67;0.30;1.97;-0.08;0.53;0.84;;1.12;0.97;0.62;0.46;-0.02;-0.08;0.72;1.11;0.74;0.24;0.58;0.56;-0.05;0.00;0.11;5.66;0.24;5.46;-0.03;25.81;14.79;4.84;5.25;0.93;1.11;0.29;31.76;3.50;46.66;40.39
2363;CHSHamptonRoads;0.05;0.00;4.53;0.02;4.64;0.24;0.35;0.77;;0.77;1.03;0.79;;0.21;0.52;0.72;1.03;0.92;0.00;0.64;0.10;0.05;-0.05;0.03;6.46;0.52;5.70;0.23;34.45;13.97;9.14;2.38;8.96;1.07;0.41;41.33;3.36;64.23;54.33
2370;NEUNH;0.07;0.04;5.15;0.01;5.21;0.10;0.59;0.77;;1.46;0.84;0.53;;-0.03;0.80;0.78;1.24;0.79;-0.03;0.75;0.28;0.43;0.05;-0.01;9.83;0.45;8.67;0.71;27.76;13.21;10.34;4.91;-0.69;0.94;2.09;39.68;3.51;64.73;53.91
2383;FingerLakes;0.02;0.23;1.12;0.64;2.02;-0.04;0.33;0.70;;0.78;1.90;0.74;;0.51;0.88;;0.77;0.79;0.24;0.85;0.29;0.26;-0.02;-0.04;10.86;0.52;7.99;2.35;25.86;12.79;5.43;4.02;3.61;1.04;1.11;37.83;3.36;52.53;43.53
2393;Palmetto;0.01;0.20;0.08;3.91;4.41;0.00;0.24;0.95;-0.61;-0.25;0.56;;-2.63;0.34;0.54;-0.21;0.28;0.72;-0.17;0.54;-0.21;0.15;-0.22;0.33;8.74;-0.01;6.72;2.03;37.13;8.12;19.71;6.63;2.68;1.51;2.37;48.25;2.30;67.77;52.96
2403;ArizonaWest;0.00;-0.10;-0.97;1.47;0.43;-0.04;0.23;0.74;;0.96;0.08;0.47;;0.07;0.92;0.31;0.90;0.30;0.12;0.86;-0.07;0.30;-0.03;0.00;6.05;0.30;6.80;-1.04;21.33;11.16;5.43;3.65;1.09;0.80;1.52;28.88;2.91;37.51;32.60
2405;MIWestMI;0.03;0.11;-0.73;0.96;0.32;-0.03;0.16;0.62;-0.20;0.94;0.45;0.83;;0.51;0.59;0.50;0.35;0.62;0.51;0.63;-0.07;0.16;0.06;0.07;7.97;1.02;5.66;1.28;19.92;10.87;3.37;5.92;-0.23;1.17;1.13;29.01;2.74;36.87;31.44
2415;GAStateChampionship;-0.09;0.01;0.60;4.43;5.03;0.14;0.37;0.66;;0.79;0.68;0.75;-0.66;0.23;0.72;-0.86;0.73;0.73;0.21;0.74;0.51;0.06;-0.07;0.03;11.47;-0.19;12.00;-0.35;37.52;9.34;23.37;4.39;0.42;0.91;0.46;49.44;3.07;72.82;60.16
2438;Hawaii;-0.01;0.55;0.23;2.29;3.05;0.14;0.20;0.72;0.75;0.30;0.03;0.10;-0.01;0.28;0.64;4.78;0.56;0.20;-0.02;0.71;0.09;0.07;0.00;0.00;12.30;-0.17;7.04;5.44;23.42;7.33;11.89;3.26;0.93;0.71;0.34;36.06;2.17;51.02;43.59
2439;Hawaii;0.08;0.02;3.16;0.31;3.58;0.15;0.54;0.77;0.99;1.15;0.07;1.16;-0.28;1.47;0.97;1.28;0.95;0.74;0.94;0.90;-0.21;0.83;-0.01;0.00;10.45;-0.03;9.89;0.59;29.97;16.59;7.86;4.90;0.62;1.02;4.10;44.52;4.31;66.49;59.16
2445;Hawaii;-0.02;-0.03;1.03;-0.45;0.55;-0.06;0.34;0.62;0.63;0.96;0.82;1.22;0.23;0.01;0.63;1.39;0.95;0.76;0.12;0.73;-0.20;-0.19;-0.01;0.00;5.56;1.06;4.93;-0.42;19.04;13.41;-0.16;3.96;1.83;0.91;-0.96;23.63;3.18;33.29;28.94
2451;Midwest;-0.01;0.29;-0.52;3.94;3.63;0.12;0.42;0.71;427.50;0.65;0.83;0.84;;0.47;1.13;0.60;0.64;0.85;0.62;0.89;-0.08;0.54;0.08;0.14;16.47;-0.53;14.12;2.87;37.34;11.55;18.67;1.21;5.90;0.64;3.40;57.20;3.72;77.84;68.62
2468;Utah;-0.03;0.00;-0.13;3.94;3.72;0.20;0.53;0.77;;1.36;0.91;0.35;;0.20;0.89;;1.28;0.81;0.17;0.86;0.02;0.55;0.06;-0.10;10.64;-0.35;11.16;-0.17;37.02;13.87;19.44;4.57;-0.85;0.86;2.26;49.93;3.89;71.27;65.73
2471;PNWClackamasAcademy;0.00;0.40;0.86;2.72;3.79;0.33;0.50;0.70;1.20;0.25;0.46;0.80;-0.21;0.96;0.73;0.67;0.34;0.63;0.51;0.69;0.18;1.13;0.20;0.08;16.43;-0.29;12.69;4.03;30.29;8.03;15.33;3.38;3.55;0.91;6.08;52.80;2.87;71.83;71.13
2474;MIStateChampionship;0.10;0.10;-0.44;3.12;2.89;0.48;0.36;0.68;;0.76;0.67;0.65;;0.27;0.70;0.55;0.71;0.66;0.24;0.69;0.30;0.43;-0.01;0.10;9.55;0.32;7.75;1.48;31.20;10.95;14.71;6.11;-0.57;1.18;2.67;43.42;2.97;59.86;62.45
2481;SmokyMountains;0.00;0.60;0.03;4.55;5.05;0.14;0.20;0.73;;0.95;0.81;0.48;0.64;0.17;0.58;189.50;0.78;0.56;-0.06;0.65;0.20;1.31;0.13;0.09;16.61;0.25;10.38;5.99;35.84;8.13;22.80;2.27;2.64;0.63;6.97;59.42;2.66;81.86;67.09
2485;OrangeCounty;0.00;0.16;-0.03;1.73;1.85;-0.07;0.23;0.58;;0.66;-0.04;0.72;;0.01;0.45;;0.86;0.38;-0.18;0.55;0.66;0.13;0.01;0.07;10.23;0.28;8.38;1.56;17.55;6.78;8.59;1.60;0.58;0.36;0.96;28.74;2.19;40.00;31.60
2486;ArizonaNorth;-0.07;0.07;4.07;0.59;4.73;0.18;0.21;0.74;;0.89;0.57;0.54;1.10;-0.34;0.43;0.81;0.87;0.62;-0.14;0.73;0.25;0.19;-0.06;0.02;10.05;0.39;9.29;0.37;28.20;9.46;11.08;3.09;4.57;0.92;1.07;39.32;2.82;61.14;48.07
2502;Minnesota10000Lakes;-0.03;-0.09;0.02;1.49;1.38;0.13;0.36;0.64;;0.29;0.85;0.68;;0.08;1.28;149.13;0.40;0.53;0.10;1.02;-0.23;0.57;0.01;-0.09;6.09;-0.34;7.49;-1.07;19.78;9.64;7.51;0.93;1.70;0.30;2.41;28.28;2.68;39.29;38.75
2522;PNWDistrictChampionship;-0.07;0.08;4.81;-0.17;4.44;0.34;0.35;0.67;;0.70;0.67;0.62;;0.53;0.67;;0.69;0.67;0.20;0.67;0.06;0.04;0.21;0.29;9.56;0.02;9.07;0.47;24.01;9.95;8.76;6.07;-0.77;1.16;1.65;35.22;2.90;56.35;50.78
2526;Iowa;0.00;-0.12;1.01;0.55;1.28;0.01;0.48;0.75;;0.91;0.84;0.70;;0.07;0.64;0.71;0.80;0.75;-0.05;0.61;0.07;0.30;0.15;-0.08;4.76;0.46;5.50;-1.20;21.25;11.55;4.76;5.10;-0.17;1.01;1.11;27.12;2.86;38.27;36.85
2557;PNWDistrictChampionship;-0.04;-0.04;1.31;2.60;3.86;0.13;0.35;0.65;;0.66;0.67;0.72;;0.47;0.66;;0.68;0.66;0.32;0.67;0.18;0.02;-0.02;0.23;9.23;0.26;9.56;-0.59;37.14;10.13;15.61;0.42;10.98;0.82;1.24;47.61;2.98;67.12;57.84
2586;MIStateChampionship;-0.03;0.36;2.72;0.54;3.59;0.32;0.36;0.58;;0.64;0.68;0.46;;0.84;0.68;0.58;0.75;0.59;0.47;0.66;0.38;-0.29;0.01;0.03;12.82;-0.02;9.32;3.52;24.78;10.63;8.15;3.27;2.73;0.84;-1.26;36.35;3.06;55.22;51.53
2590;SouthFlorida;0.10;0.09;0.81;4.48;5.63;0.62;0.46;0.90;;0.97;0.55;0.39;;-0.21;0.94;-18.96;0.88;0.63;-0.20;0.78;-0.43;-0.21;-0.13;-0.08;8.88;0.14;7.29;1.45;41.99;11.30;24.05;5.05;1.58;1.12;-1.44;49.43;2.99;74.49;74.13
2614;SmokyMountains;0.00;0.43;-0.04;3.10;3.34;0.19;0.41;0.77;;0.91;0.60;0.75;-0.18;-0.14;0.58;117.00;0.96;0.79;-0.40;0.62;-0.20;-0.11;0.15;-0.02;10.18;0.80;5.13;4.25;35.22;11.15;15.42;2.63;6.02;0.93;-0.65;44.75;2.74;62.04;57.66
2619;MIStateChampionship;0.03;0.35;4.31;0.17;4.80;0.39;0.35;0.68;;0.66;0.81;0.63;;0.28;0.71;0.34;0.73;0.67;0.18;0.69;0.10;0.14;0.06;-0.05;13.15;0.13;9.43;3.59;26.76;10.05;9.49;4.64;2.57;1.10;0.43;40.34;2.95;62.72;57.12
2634;TorontoEast;-0.06;0.09;1.09;0.19;1.37;-0.07;0.26;0.54;;0.63;0.23;0.92;-0.40;0.86;0.67;0.58;0.60;0.63;0.36;0.70;0.28;0.04;-0.07;-0.14;12.62;-0.81;12.86;0.56;12.54;7.70;3.13;4.46;-2.75;0.71;-0.49;24.64;2.83;36.00;28.16
2637;LosAngeles;0.00;-0.09;3.47;0.76;4.19;-0.05;0.56;0.69;0.13;1.31;1.34;0.71;1.13;0.91;0.63;;1.20;0.92;1.09;0.78;-0.19;0.23;-0.05;-0.08;8.50;0.46;8.97;-0.94;40.10;18.88;10.75;5.00;5.47;1.36;0.78;49.38;4.67;74.15;59.36
2638;SBPLILongIsland;0.00;0.01;0.42;3.65;4.12;0.25;0.28;0.78;0.38;1.11;0.90;0.48;;-0.14;0.77;;0.69;0.66;-0.18;0.78;-0.50;-0.17;-0.04;-0.04;11.69;-0.09;11.69;0.08;35.05;7.83;19.08;4.99;3.15;1.21;-1.03;45.71;2.74;65.42;57.66
2642;NCWakeCounty;0.00;-0.01;0.05;1.71;1.70;0.00;0.49;0.77;1.66;1.41;0.82;0.60;-0.01;0.87;0.94;;1.34;0.82;0.71;0.94;0.04;0.07;0.05;0.08;8.64;-0.16;8.86;-0.06;31.81;18.48;8.65;3.56;1.12;0.79;0.73;41.18;4.58;57.96;51.02
2648;NEDistrictChampionship;-0.04;0.05;-0.37;3.21;2.87;0.34;0.34;0.68;;0.72;0.67;0.68;;-0.28;0.66;0.67;0.72;0.69;-0.21;0.66;0.00;0.38;-0.03;0.04;8.11;0.48;7.33;0.31;28.52;9.04;15.30;4.01;0.17;0.81;2.14;38.77;2.54;54.10;53.93
2655;NCUNCAsheville;0.48;0.00;4.05;0.03;4.66;0.33;0.46;0.70;0.84;0.58;0.86;0.76;;0.28;0.52;0.48;0.70;0.81;0.19;0.53;0.08;0.28;-0.09;-0.07;10.47;0.42;7.63;2.42;24.96;10.86;8.26;3.93;1.91;0.91;1.02;36.45;2.94;58.34;53.83
2733;PNWWilsonville;0.00;0.00;1.82;-0.10;1.77;0.04;0.31;0.72;;-0.04;0.55;0.58;-0.08;0.45;0.96;2.61;0.08;0.80;0.44;0.88;0.14;0.29;-0.06;0.01;6.20;0.90;5.34;-0.04;19.13;11.91;3.13;3.56;0.52;0.75;1.48;26.81;2.92;39.63;34.13
2761;CentralValley;0.00;-0.04;0.66;0.12;0.80;0.00;0.30;0.44;;1.40;0.79;0.61;-0.41;0.72;0.85;;0.95;0.66;0.42;0.77;-0.29;0.09;-0.06;0.00;11.43;0.24;11.62;-0.43;15.76;10.37;1.91;3.99;-0.51;0.76;0.43;27.62;3.24;38.20;33.78
2767;MIStateChampionship;0.10;0.22;-0.21;3.73;3.87;0.23;0.39;0.67;;0.81;0.61;0.61;;0.24;0.74;1.10;0.80;0.61;0.19;0.69;-0.26;0.76;-0.03;0.26;12.30;0.20;9.42;2.68;37.36;10.04;18.20;3.19;5.93;1.03;5.12;54.78;2.95;74.23;68.32
2771;MIStateChampionship;0.00;0.85;-0.63;6.51;6.77;0.20;0.34;0.67;;0.55;0.74;0.63;;-0.27;0.72;0.70;0.58;0.69;-0.23;0.72;0.09;0.94;-0.04;0.01;19.13;0.19;10.44;8.50;44.00;6.91;31.28;3.62;2.19;0.87;4.72;67.85;2.43;95.06;79.62
2783;RocketCity;0.00;0.11;0.78;1.12;2.10;0.06;0.36;0.36;0.70;1.18;0.51;0.29;;0.45;0.69;;1.12;0.62;0.31;0.66;0.50;0.12;-0.09;-0.05;8.47;0.45;6.93;1.09;22.70;11.88;7.18;4.58;-0.94;0.85;0.35;31.52;3.07;45.76;40.19
2823;Minnesota10000Lakes;0.09;0.36;0.31;0.89;1.61;-0.09;0.29;0.83;;0.19;-0.07;0.46;;0.78;0.71;308.13;0.39;0.52;0.62;0.77;-0.18;-0.20;0.05;0.01;16.67;-0.15;12.73;4.09;16.68;9.22;5.09;1.75;0.62;0.39;-0.99;32.36;3.12;45.19;35.93
2834;MIStateChampionship;-0.04;0.42;-0.96;3.38;2.76;0.08;0.35;0.68;;0.67;0.68;0.70;;0.89;0.72;0.57;0.69;0.69;0.59;0.69;0.29;0.89;0.03;0.05;15.75;-0.44;12.20;3.99;26.70;10.61;14.95;4.58;-3.44;0.69;4.73;47.18;3.34;64.17;56.29
2846;Minnesota10000Lakes;-0.07;0.31;0.51;1.57;2.36;-0.06;0.51;0.62;;1.00;0.84;0.80;;1.63;0.41;-54.69;1.21;0.85;1.05;0.48;-0.09;-0.02;-0.02;0.00;13.26;0.49;9.98;2.80;29.21;16.07;8.90;5.72;-1.47;1.05;-0.10;42.38;4.21;60.27;51.23
2848;Dallas;-0.02;0.05;1.04;1.50;2.34;0.15;0.75;0.81;;1.32;0.75;0.00;;0.40;0.78;0.48;1.44;0.54;0.43;0.84;-0.06;0.05;0.24;0.12;9.23;0.06;8.74;0.43;33.65;15.93;9.59;5.26;2.88;1.24;0.86;43.74;4.06;61.19;62.51
2881;Alamo;0.00;-0.01;0.28;2.23;2.57;0.00;0.32;0.73;-15.50;0.30;0.09;0.63;0.51;0.67;1.33;-6.87;0.31;0.63;0.29;0.87;-0.13;-0.38;-0.07;0.00;7.29;-0.09;7.50;-0.13;30.60;10.38;11.69;5.29;3.23;1.27;-1.89;36.00;2.83;51.08;42.39
2883;Iowa;0.00;0.06;0.72;3.01;3.45;0.30;0.45;0.75;;0.87;0.84;0.65;;0.14;0.81;0.70;0.83;0.74;0.15;0.73;-0.05;0.04;0.34;0.16;9.12;1.05;7.46;0.62;36.59;12.31;16.49;4.97;2.83;1.18;1.01;46.72;3.21;65.53;63.17
2907;PNWDistrictChampionship;0.02;0.11;3.30;0.41;3.82;0.37;0.36;0.68;;0.58;0.67;0.74;;1.18;0.69;;0.68;0.71;1.28;0.66;0.09;0.06;0.02;-0.07;10.62;0.19;9.27;1.15;29.22;15.40;8.66;5.69;-0.54;1.10;-0.07;39.77;4.01;61.72;56.37
2935;NorthBay;0.05;-0.13;1.86;0.27;1.93;0.23;0.42;0.77;;0.89;0.82;0.80;-0.03;0.76;0.50;0.56;0.83;0.77;0.42;0.68;-0.33;0.32;0.11;0.02;8.19;-0.39;9.64;-1.06;24.23;12.58;5.06;5.84;0.75;1.22;1.69;34.12;3.48;48.86;48.25
2974;PCHDalton;0.00;0.00;0.14;2.44;2.61;-0.01;0.60;0.78;;1.46;0.70;0.99;-0.17;0.79;1.00;0.47;1.44;0.84;-0.04;0.89;0.06;-0.05;-0.02;-0.02;7.04;0.11;6.93;0.00;33.39;16.11;12.50;4.80;-0.02;0.96;-0.33;40.11;3.92;58.05;51.93
2980;PNWDistrictChampionship;-0.01;0.06;1.49;0.39;1.90;0.11;0.37;0.68;;0.73;0.67;0.63;;0.88;0.66;;0.76;0.68;0.85;0.66;0.29;-0.02;0.02;0.20;8.83;0.76;7.54;0.53;22.36;14.44;4.91;5.23;-2.22;0.90;0.89;32.09;3.64;47.13;42.12
2987;NorthernLights;0.00;0.03;0.50;1.35;1.96;-0.03;0.24;0.73;-2.48;-1.15;;0.72;;0.50;0.80;;0.66;0.65;0.42;0.76;0.37;0.98;-0.08;0.14;13.29;-0.79;13.80;0.28;19.46;9.18;7.77;3.95;-1.45;0.69;5.57;38.32;3.22;52.49;42.22
2990;PNWPhilomath;0.00;-0.02;2.80;-0.32;2.35;0.09;0.49;0.74;-84.00;0.97;0.83;0.64;;0.36;0.62;;1.02;0.81;0.21;0.68;-0.10;0.68;0.11;-0.05;9.96;0.04;10.08;-0.17;21.98;12.23;4.01;6.00;-0.25;1.18;3.16;35.10;3.45;51.09;47.18
2996;ArizonaNorth;0.08;-0.02;0.33;2.07;2.55;-0.08;0.44;0.90;;1.02;0.24;0.96;-1.66;-0.20;0.80;1.11;0.99;0.85;-0.29;0.67;0.31;0.43;-0.09;-0.10;7.53;-0.49;7.83;0.19;27.08;11.72;11.02;4.95;-0.60;0.95;1.64;36.25;3.13;52.03;43.09
3005;Alamo;0.00;-0.05;3.14;0.41;3.50;0.04;0.77;0.78;-4.08;1.55;0.74;0.59;2.36;1.00;0.78;7.86;1.32;0.89;0.35;0.99;0.01;0.89;0.01;0.30;11.70;-0.37;12.53;-0.47;28.45;15.41;8.35;3.88;0.81;0.83;5.96;46.23;4.34;68.02;62.70
3015;FingerLakes;-0.07;0.36;1.31;2.70;4.23;0.49;0.50;0.71;;1.00;0.39;0.73;;0.60;0.69;;1.02;0.78;0.48;0.72;0.06;-0.06;0.08;0.19;13.50;-0.58;10.82;3.25;31.51;13.16;16.13;6.33;-4.11;0.99;0.66;45.68;3.72;68.17;67.78
3018;Minnesota10000Lakes;-0.07;0.02;0.33;-0.07;0.31;-0.02;0.24;0.76;;0.13;0.50;0.92;;0.00;0.47;-88.31;0.52;0.84;-0.02;0.68;-0.17;-0.10;-0.10;0.02;9.03;0.22;8.93;-0.12;13.22;9.39;0.32;3.13;0.38;0.65;-0.41;21.84;2.77;29.73;25.99
3019;ArizonaWest;0.00;0.05;0.28;0.73;1.03;0.06;-0.02;0.67;;0.53;0.71;0.34;;0.03;0.28;0.48;0.52;0.54;0.02;0.50;0.61;0.08;0.04;0.16;10.37;0.23;9.63;0.51;18.02;6.46;4.23;1.73;5.60;0.72;1.22;29.59;2.25;38.44;30.84
3021;SanDiego;0.01;0.08;0.87;2.11;3.15;0.10;0.43;0.54;0.22;0.68;1.09;0.54;0.00;0.15;0.74;0.84;0.59;0.87;0.33;0.87;0.14;0.64;-0.07;0.06;8.66;0.70;7.06;0.89;29.75;12.44;12.29;5.16;-0.14;1.02;3.50;41.90;3.19;59.72;22.57
3039;Bayou;0.03;-0.01;2.98;1.50;4.55;0.27;0.29;0.90;;0.00;0.58;0.83;;0.08;0.84;21.52;0.37;0.61;0.19;0.88;0.35;0.33;-0.04;0.06;5.27;0.23;5.00;0.04;31.39;12.27;13.48;4.61;1.04;0.99;1.92;38.58;2.95;60.17;51.12
3042;MinnesotaNorthStar;0.00;0.16;0.22;0.74;1.18;-0.05;0.36;0.72;;0.83;1.32;0.41;;-0.37;0.73;;0.92;0.71;-0.20;0.74;0.21;0.40;-0.06;0.02;8.96;1.07;6.25;1.64;23.93;11.26;4.13;2.54;5.99;0.91;2.11;35.00;2.88;45.87;40.96
3044;FingerLakes;-0.01;0.33;0.22;2.13;2.40;0.23;0.31;0.61;;1.14;0.41;-0.05;;0.44;0.66;;0.83;0.31;0.30;0.56;-0.08;0.46;0.27;-0.10;12.49;-0.24;9.49;3.24;24.93;8.34;11.09;2.48;3.02;0.70;1.81;39.23;2.62;53.26;51.28
3049;PNWAuburn;0.00;-0.11;0.29;0.20;0.43;-0.08;-0.03;0.75;-525.19;0.11;0.54;0.35;-0.33;0.56;0.54;0.79;0.24;0.54;0.20;0.56;0.07;-0.22;-0.05;0.01;2.58;0.58;3.05;-1.05;14.44;9.92;1.55;4.16;-1.19;0.75;-1.08;15.94;2.29;23.00;13.14
3098;MIStateChampionship;-0.08;0.17;-0.82;2.57;1.65;-0.06;0.35;0.69;;0.74;0.65;0.64;;0.53;0.63;0.32;0.65;0.66;0.47;0.67;0.08;0.19;0.18;-0.03;11.93;-0.16;10.84;1.25;31.97;10.24;11.19;1.15;9.39;0.86;0.79;44.69;3.13;57.69;50.16
3102;LakeSuperior;0.04;-0.02;1.10;0.39;1.50;0.00;0.40;0.73;;1.23;0.58;;;0.72;1.06;;1.24;0.88;0.79;1.05;-0.01;0.52;0.01;0.19;5.66;0.55;5.12;-0.02;30.12;20.87;4.17;4.31;0.77;0.91;3.57;39.34;4.69;55.73;47.27
3128;SanDiego;0.00;-0.05;2.71;0.54;3.08;-0.01;0.42;0.71;0.63;1.01;0.79;0.37;0.00;0.18;0.83;-0.23;0.90;0.54;0.06;0.91;0.15;0.66;0.11;-0.07;2.79;1.42;1.89;-0.51;26.10;14.69;8.11;4.75;-1.44;0.85;2.99;31.89;3.13;49.34;25.89
3130;MinnesotaNorthStar;0.00;0.82;0.48;2.65;3.96;0.21;0.22;0.74;;0.59;-0.27;0.96;;-0.20;1.09;;0.56;0.58;-0.17;0.88;0.00;0.65;-0.01;0.12;19.34;-0.40;11.55;8.18;31.95;7.15;14.19;4.50;6.12;1.31;3.81;55.11;2.58;73.93;64.76
3132;Australia;0.00;-0.05;1.05;0.09;1.05;0.00;0.76;0.81;1.17;1.77;-2.87;0.80;0.37;0.05;0.85;0.42;1.54;0.77;0.26;0.76;0.04;0.07;0.03;-0.06;6.93;0.88;6.55;-0.50;25.05;17.47;2.52;5.08;-0.02;1.02;0.05;32.04;4.15;45.70;47.25
3158;MexicoCity;0.00;0.00;0.97;0.92;1.80;0.00;0.52;0.74;-0.19;1.06;0.43;-0.48;0.64;1.26;0.82;;0.81;0.56;1.08;0.83;0.05;0.75;0.09;0.09;5.95;0.19;5.76;0.00;30.50;17.27;6.54;6.96;-0.27;1.38;4.23;40.68;4.03;56.37;51.04
3166;Utah;-0.02;0.00;0.47;-0.38;0.14;-0.04;0.11;0.29;;0.97;1.04;0.50;;0.39;0.83;;0.90;0.71;0.40;0.78;0.39;-0.30;-0.07;0.03;3.14;0.34;2.89;-0.09;16.49;13.97;-0.94;4.34;-0.88;0.81;-1.34;18.29;3.08;26.44;19.42
3211;WesternCanada;0.00;0.61;-0.09;3.12;3.61;0.08;0.56;0.68;-0.10;0.90;0.93;1.10;-0.60;-0.62;1.02;0.67;1.09;0.86;-0.44;0.82;0.05;0.17;0.03;-0.03;14.71;0.73;7.87;6.10;31.60;11.12;15.40;4.53;0.55;0.94;0.67;46.97;3.01;65.78;60.16
3230;Colorado;-0.03;0.04;0.63;3.03;3.48;0.22;0.57;0.77;0.64;0.74;0.92;0.71;;-0.10;0.97;0.62;1.06;0.81;-0.27;0.88;-0.15;0.25;0.19;-0.11;10.72;0.12;10.31;0.28;39.46;11.13;16.43;4.30;7.60;1.37;0.70;50.87;3.26;69.90;67.78
3234;MIAnnArborSkyline;0.17;-0.13;3.40;-0.26;3.39;0.14;0.46;0.71;;-0.15;0.97;0.64;;0.41;0.71;;0.29;0.85;0.61;0.74;-0.35;0.25;-0.22;0.14;8.44;-0.16;9.09;-0.49;28.74;11.44;5.48;4.40;7.41;1.37;1.92;39.09;3.20;57.68;51.74
3238;PNWMountVernon;-0.01;0.12;0.23;4.26;4.45;0.14;0.41;0.67;;1.05;0.69;0.66;;-0.44;0.81;0.67;1.07;0.63;-0.41;0.70;0.11;0.75;0.14;-0.06;10.09;0.18;8.72;1.18;35.19;8.92;21.74;4.53;0.00;0.91;3.45;48.73;2.66;69.28;60.43
3245;Idaho;-0.03;0.01;2.91;-0.25;2.56;0.17;0.36;0.71;0.80;0.93;0.45;0.70;-1.55;1.08;0.62;0.66;0.80;0.62;0.89;0.60;0.32;0.24;0.07;-0.04;8.12;0.64;7.58;-0.10;25.34;14.35;4.57;4.71;1.70;1.05;1.01;34.46;3.63;51.54;45.78
3260;QueenCity;-0.02;-0.07;0.15;2.73;2.86;0.19;0.56;0.80;;1.26;0.62;0.85;;0.12;0.67;8173005970372130.00;1.32;0.95;0.16;0.74;-0.09;0.67;-0.07;-0.10;9.84;0.07;10.60;-0.83;39.53;14.56;13.96;5.48;5.53;1.46;2.87;52.23;3.97;71.11;68.32
3284;Iowa;0.01;-0.12;0.79;2.89;3.63;0.30;0.59;0.74;;1.15;0.59;0.56;;0.50;0.80;0.61;0.93;0.68;0.49;0.75;0.70;0.26;-0.06;-0.06;9.69;-0.67;11.48;-1.12;36.41;12.18;16.01;6.56;1.66;1.42;1.00;47.10;3.59;67.41;66.50
3288;Colorado;-0.05;0.08;2.63;0.34;3.03;0.19;0.55;0.78;2.09;0.10;0.67;0.85;;0.47;0.95;0.73;0.36;0.93;0.37;0.88;-0.02;0.63;-0.04;0.05;10.96;0.28;10.20;0.48;26.11;11.53;6.98;7.92;-0.32;1.56;3.37;40.44;3.33;58.22;56.25
